[0.01913589],[0.00220332],[0.23483865]
[0.02924063],[0.00167453],[0.74432564]
[0.0947469],[0.00429986],[0.6271888]
[0.02433726],[0.00040618],[0.7678464]
[0.01796815],[0.00174897],[0.7736535]
[0.02413367],[0.00020503],[0.76286685]
[0.02587278],[0.00219751],[0.760211]
[0.01769133],[0.00137977],[0.77720624]
[0.0610266],[0.00099487],[0.6699582]
[0.13090983],[0.00011094],[0.54708946]
[0.02129192],[0.00330439],[0.62891674]
[0.02622317],[0.00118451],[0.7582325]
[0.05561478],[0.00040743],[0.6941496]
[0.11814258],[0.00202525],[0.60497636]
[0.01006234],[0.0008048],[0.81411964]
[0.17699],[0.01839619],[0.46885166]
[0.01529725],[9.203332e-05],[0.78910404]
[0.11537521],[0.01301233],[0.34609726]
[0.08309724],[0.00931912],[0.462689]
[0.03015629],[6.1512255e-05],[0.7519609]
[0.01823799],[0.00167637],[0.7796044]
[0.01560612],[0.00197076],[0.78131443]
[0.02489202],[0.00216646],[0.7592321]
[0.03340852],[0.00175926],[0.7360007]
[0.01507924],[0.00073548],[0.79933137]
[0.02195797],[0.00016663],[0.77592766]
[0.02570552],[0.00134141],[0.7609043]
[0.01140557],[0.00347037],[0.11448395]
[0.014526],[0.00225065],[0.19197729]
[0.09012108],[0.00626473],[0.26192838]
[0.05347395],[0.00077369],[0.46614057]
[0.02488154],[0.0002441],[0.7593058]
[0.02930599],[0.00067357],[0.49517697]
[0.0236441],[0.00062088],[0.76521]
[0.04946485],[0.00451183],[0.28178316]
