[0.01077626],[0.07454972],[0.20779982]
[0.01680402],[0.00451588],[0.17804417]
[0.01424209],[0.02384644],[0.14852591]
[0.0226603],[0.00194743],[0.25901264]
[0.02008847],[0.00043539],[0.77368003]
[0.02415542],[0.00125073],[0.7666559]
[0.02605997],[0.00053024],[0.75933564]
[0.02765992],[0.00280096],[0.7389228]
[0.02572486],[0.00075477],[0.7650666]
[0.17452437],[0.00688738],[0.47075543]
[0.02337998],[0.00593373],[0.701635]
[0.02295379],[0.00203152],[0.2807159]
[0.08722979],[0.00326133],[0.3932508]
[0.03352261],[0.05760646],[0.47363177]
[0.03103391],[0.00565621],[0.19054718]
[0.01577859],[0.00110929],[0.79172504]
[0.02328449],[0.00267436],[0.76746017]
[0.01784768],[0.00165267],[0.62638205]
[0.03102166],[0.00442617],[0.56888944]
[0.0262515],[0.00156519],[0.7589229]
[0.02362415],[0.00112241],[0.76815283]
[0.01610438],[0.00263117],[0.78251684]
[0.01281755],[0.00125374],[0.80416536]
[0.09583104],[0.00601976],[0.36280665]
[0.02303882],[0.0021899],[0.7745627]
[0.1083612],[0.00958887],[0.5532322]
[0.06327404],[0.0037453],[0.3417697]
[0.13515006],[0.00276125],[0.5518111]
[0.11849873],[0.01857639],[0.33471376]
[0.16974019],[0.0025833],[0.5350482]
[0.15772182],[0.01350202],[0.41728768]
[0.05786885],[0.00439101],[0.3259388]
[0.03300822],[0.00106773],[0.7450682]
[0.02172691],[0.00133529],[0.7808258]
[0.13083829],[0.00063723],[0.38281614]
[0.0154798],[0.00106149],[0.7842029]
[0.03417325],[0.00037993],[0.7329166]
[0.01954875],[0.00093564],[0.7759668]
[0.01163401],[0.00101199],[0.8152605]
[0.08413742],[0.00843882],[0.47534284]
[0.01689777],[0.00053934],[0.7967247]
[0.05928306],[0.00424665],[0.32673565]
[0.06147934],[0.00884113],[0.65369254]
[0.02534811],[0.00202014],[0.76415557]
[0.12127591],[0.00672418],[0.45177022]
[0.04694356],[0.00233356],[0.7118161]
[0.10053217],[0.00321491],[0.5059417]
[0.05281102],[0.00604993],[0.27122334]
[0.07737268],[0.00645859],[0.36609012]
[0.0133759],[0.00087019],[0.8067505]
[0.04127928],[0.01229999],[0.21966958]
