[0.01315902],[0.00459008],[0.13777052]
[0.01365658],[0.00217894],[0.1755256]
[0.04207296],[0.01162819],[0.5363939]
[0.0277111],[0.00178309],[0.7528788]
[0.01941597],[0.00216985],[0.781836]
[0.01589403],[0.00212561],[0.25384068]
[0.01079811],[0.06459586],[0.24161878]
[0.02734608],[0.00192214],[0.7675221]
[0.03652629],[0.0015065],[0.7300003]
[0.05200844],[0.00046172],[0.707579]
[0.03368185],[9.706298e-05],[0.7417452]
[0.09568132],[0.00268646],[0.6370728]
[0.06354502],[0.00077802],[0.6715618]
[0.02754052],[0.00101047],[0.75793815]
[0.1111686],[0.0076292],[0.359961]
[0.01815736],[0.00190569],[0.7758772]
[0.03249158],[0.00285212],[0.7297207]
[0.02954388],[0.01790609],[0.35364112]
[0.15336989],[0.01529767],[0.3585126]
[0.13627447],[0.01389143],[0.36787632]
[0.01241398],[0.00375779],[0.80792665]
[0.01950836],[0.00018283],[0.77612495]
[0.03537568],[0.00468767],[0.7441036]
[0.05867806],[0.00471868],[0.6537244]
[0.03438207],[0.00405247],[0.7337893]
[0.01655972],[0.00021619],[0.7777345]
[0.0183203],[0.0015193],[0.7896578]
[0.02937075],[3.4996705e-05],[0.7530387]
[0.06820754],[0.00700146],[0.34125194]
[0.06493888],[0.00449051],[0.1952982]
[0.05073674],[0.00770672],[0.22983165]
[0.03787869],[0.00283382],[0.26669383]
[0.06205483],[0.00099873],[0.25220117]
[0.03749805],[0.00143444],[0.72732717]
[0.01722511],[0.00178148],[0.76275635]
[0.04155398],[0.00038627],[0.7262805]
[0.03026467],[0.00152145],[0.7181466]
[0.04749286],[0.0048205],[0.17215434]
[0.02828785],[0.00092519],[0.7607236]
[0.03256292],[0.00039298],[0.5596312]
[0.03891406],[0.00068211],[0.7416453]
[0.05888875],[0.00404143],[0.25498778]
[0.03360133],[0.00036466],[0.7490656]
[0.01720917],[0.00344483],[0.20138808]
[0.01241911],[0.00291956],[0.0943967]
[0.04196327],[0.00199872],[0.5378334]
[0.02138629],[0.000633],[0.16364026]
[0.0215149],[0.04289348],[0.23298597]
[0.01867527],[0.04534504],[0.30989605]
[0.03842104],[0.01127473],[0.5166217]
[0.01445885],[0.0012186],[0.8047393]
[0.02264908],[0.00116083],[0.76936245]
[0.02107045],[0.00640983],[0.26272637]
[0.01401538],[0.00419993],[0.20005599]
[0.03833983],[0.00125276],[0.727718]
[0.04162504],[0.00330682],[0.68940586]
[0.05710528],[0.00094631],[0.681429]
[0.03035611],[0.00133408],[0.7384473]
[0.11228182],[0.01281214],[0.5924059]
[0.04201228],[0.0012662],[0.6926807]
[0.01695453],[0.00085789],[0.7882837]
[0.16315809],[0.0169753],[0.43241644]
[0.01044316],[0.00057866],[0.83188057]
[0.04025223],[0.0025268],[0.7300291]
[0.02369716],[0.00919619],[0.27705938]
[0.13814862],[0.00401898],[0.45539993]
[0.15736572],[0.01070782],[0.459297]
[0.0200511],[0.00219451],[0.7684447]
[0.02250733],[0.00141235],[0.77313393]
[0.02803543],[0.00027441],[0.76392215]
[0.0687878],[0.00092758],[0.617015]
[0.03660263],[0.00408702],[0.72932374]
[0.01155474],[0.00068751],[0.8048075]
[0.02629828],[0.00111283],[0.75550187]
[0.03123477],[0.00050107],[0.75492704]
[0.09482507],[0.00053026],[0.28687805]
[0.04890022],[0.00458753],[0.25170836]
[0.04754216],[0.0019677],[0.31442958]
[0.05487502],[0.0017617],[0.24701819]
[0.07215876],[0.00174916],[0.24394986]
[0.05060501],[0.00011574],[0.69750947]
[0.02660128],[0.00099954],[0.7550049]
[0.04518987],[0.00052727],[0.6673411]
[0.03877471],[0.0016269],[0.6945671]
[0.02274834],[0.0036618],[0.17236955]
[0.03678905],[0.00093076],[0.7230432]
[0.0308674],[0.00422302],[0.54705846]
[0.04140782],[0.00094887],[0.7276916]
[0.0721853],[0.00954048],[0.24851763]
[0.02599943],[0.00188692],[0.75761825]
[0.01321153],[0.00111685],[0.1799151]
[0.01402469],[0.00272668],[0.10126014]
[0.04566964],[0.005275],[0.59289265]
[0.01903224],[0.00108477],[0.16608775]
