[0.02825267],[0.00105578],[0.74608976]
[0.04660831],[0.00226113],[0.37708384]
[0.02497828],[0.00088952],[0.7552392]
[0.11313074],[0.00451488],[0.61450684]
[0.1405622],[0.00338147],[0.5217185]
[0.02649635],[0.00690013],[0.6793745]
[0.03045401],[0.01207503],[0.5690535]
[0.02599029],[0.00507222],[0.61196]
[0.02396684],[0.00747165],[0.5227911]
[0.02451726],[0.00659411],[0.4229981]
[0.04053343],[0.00121636],[0.72793853]
[0.02466538],[0.00088992],[0.76785696]
[0.02546091],[0.00064384],[0.7582207]
[0.11086443],[0.01953054],[0.46797293]
[0.12808067],[0.00134767],[0.5506521]
[0.10534302],[0.00368513],[0.639464]
[0.09519353],[0.02552533],[0.33634692]
[0.01801678],[0.00031951],[0.78218997]
[0.09960192],[0.01106892],[0.3541165]
[0.12508288],[0.02105533],[0.42627797]
[0.03429756],[0.00171726],[0.56281257]
[0.05537467],[0.00257309],[0.267384]
