[0.01893557],[0.00435302],[0.7706194]
[0.0195227],[0.00040064],[0.76596105]
[0.02688697],[0.00059081],[0.758137]
[0.02031932],[0.00087381],[0.75828075]
[0.00754513],[0.00157515],[0.8319823]
[0.09117403],[0.00661816],[0.63610095]
[0.02067894],[0.00246863],[0.536239]
[0.02380907],[0.00088013],[0.7626029]
[0.01525653],[0.0020295],[0.78982544]
[0.03534679],[0.00088805],[0.7371457]
[0.07911854],[0.00781622],[0.41003904]
[0.04041861],[0.00017251],[0.7189024]
[0.0119217],[0.00167397],[0.8082039]
[0.01871619],[0.00366037],[0.76566017]
[0.01790327],[0.00435676],[0.7875445]
[0.09446517],[0.00271782],[0.31923425]
[0.01724278],[0.00243733],[0.7842626]
[0.01172469],[0.00238878],[0.8074819]
[0.01817084],[0.0031944],[0.77843904]
[0.01321351],[1.3417362e-05],[0.79655343]
[0.02050196],[0.00013681],[0.7780539]
[0.11086774],[0.01555187],[0.53292733]
[0.09025008],[0.00220835],[0.6493534]
[0.01252732],[0.00068122],[0.7968161]
[0.01732186],[0.00056621],[0.7858696]
[0.02282717],[0.00226128],[0.7612327]
[0.01478793],[0.00196417],[0.7845187]
[0.00983052],[0.00306749],[0.82227457]
[0.01463741],[0.00284299],[0.79445624]
[0.01820241],[0.00127244],[0.7854911]
[0.18285407],[0.00749055],[0.5109806]
[0.02359114],[0.00110722],[0.7577861]
[0.01998952],[0.00535747],[0.77842706]
[0.03523965],[0.00034479],[0.73975164]
[0.01583068],[0.0034092],[0.79485893]
[0.08069217],[0.01187137],[0.3873189]
[0.02857171],[0.00062204],[0.7556396]
[0.07565391],[0.00344968],[0.455153]
[0.03134474],[0.0022157],[0.74252117]
[0.05199892],[0.00142881],[0.30365157]
[0.03839925],[0.00055732],[0.48395425]
[0.01558785],[0.00052701],[0.79737747]
[0.0360005],[0.00353849],[0.30007702]
[0.02056929],[0.00049496],[0.7848907]
[0.02590137],[0.00139249],[0.7582823]
[0.05127461],[0.00493709],[0.2606303]
[0.03070168],[0.00107265],[0.756318]
[0.03054728],[0.00435687],[0.39986464]
[0.03278913],[0.00037541],[0.74060875]
[0.01191655],[0.00012166],[0.7984563]
[0.02515265],[0.00360892],[0.6886567]
[0.0180373],[0.00447674],[0.2965788]
