[0.01827875],[0.00243589],[0.7806827]
[0.02060192],[0.00338934],[0.7702765]
[0.03285767],[0.00173117],[0.7441799]
[0.01081272],[0.01053102],[0.12545133]
[0.01635955],[0.00197786],[0.20159999]
[0.02316351],[0.00142718],[0.7688476]
[0.01843129],[0.00062323],[0.12632284]
[0.1144322],[0.01099459],[0.55981225]
[0.01584348],[0.00199312],[0.7838421]
[0.04051064],[0.00065446],[0.33583063]
[0.01246583],[0.00375089],[0.80063504]
[0.01553377],[0.00177411],[0.783285]
[0.02503658],[0.00105966],[0.75252485]
[0.02090993],[0.00163098],[0.7750561]
[0.02408507],[0.00076241],[0.75909823]
[0.01703758],[0.00077205],[0.7885515]
[0.03158122],[0.00084615],[0.7283723]
[0.02236652],[0.00239252],[0.76126945]
[0.01907636],[0.00024902],[0.7675061]
[0.06520062],[0.00471079],[0.65026236]
[0.01514025],[0.0009417],[0.79944223]
[0.0126151],[0.00070288],[0.7975587]
[0.02275612],[0.0006325],[0.76627696]
[0.00874689],[0.00256298],[0.833161]
[0.0324525],[0.00048207],[0.74757975]
[0.01482294],[0.00106846],[0.7939848]
[0.01052465],[0.00109003],[0.8043171]
[0.01879378],[0.00074791],[0.7840816]
[0.09753492],[0.02745899],[0.4759155]
[0.01517081],[0.00167972],[0.76902425]
[0.02964629],[0.00105035],[0.75015247]
[0.01343126],[0.00178397],[0.8069893]
[0.02464066],[0.00206895],[0.7659615]
[0.01416685],[0.00144114],[0.798823]
[0.01654415],[0.0005853],[0.7816383]
[0.02110896],[0.00098129],[0.15224385]
[0.01675359],[0.00188923],[0.7874774]
[0.01292973],[0.00039117],[0.8186987]
[0.12264941],[0.01038859],[0.3697756]
[0.017506],[0.00283984],[0.7696594]
[0.02847946],[0.00290386],[0.23139878]
[0.0250547],[0.00174286],[0.76349705]
[0.01675177],[0.00458776],[0.78416276]
[0.05140574],[0.00394645],[0.19813001]
[0.01766644],[0.00192222],[0.79550326]
[0.05444703],[0.0055954],[0.19283068]
[0.02709359],[0.00294189],[0.7443585]
[0.02637075],[0.0027112],[0.5623223]
[0.04262187],[0.00234353],[0.1503859]
[0.0407749],[0.00324708],[0.1701493]
[0.01364242],[0.00108834],[0.7908811]
[0.02830241],[0.00340623],[0.15867434]
[0.01506971],[0.0025309],[0.10913339]
[0.01980194],[0.00103453],[0.77949345]
[0.0403029],[0.00680003],[0.6719572]
[0.01993029],[0.00072968],[0.777626]
[0.02372313],[0.00141085],[0.22693089]
[0.01666696],[0.00520343],[0.8034874]
[0.01542873],[0.00400848],[0.67741835]
