[0.06299958],[0.00586979],[0.499676]
[0.02791095],[0.00035957],[0.74980366]
[0.03433829],[0.01948184],[0.52983]
[0.01358808],[0.00121886],[0.8010253]
[0.02021592],[0.00211378],[0.76365566]
[0.02036916],[0.00243117],[0.27331805]
[0.02825304],[0.00025624],[0.7378324]
[0.01639057],[0.00624375],[0.26260844]
[0.01207902],[0.0041709],[0.8135356]
[0.01224983],[0.00126009],[0.80237895]
[0.04217649],[0.00028636],[0.7265068]
[0.08627867],[0.00401434],[0.5444269]
[0.01861758],[0.00159475],[0.80076903]
[0.03201137],[0.00257179],[0.23243317]
[0.05589095],[0.00221389],[0.16384767]
[0.08112632],[0.00922285],[0.26906052]
[0.02759687],[0.00122033],[0.11626588]
