[0.01679271],[0.00462806],[0.7854421]
[0.01133601],[0.07140012],[0.22549967]
[0.02026367],[0.00214948],[0.36195722]
[0.02021535],[0.0077356],[0.2861466]
[0.02112567],[0.00049282],[0.77468383]
[0.03550054],[0.00082836],[0.74249095]
[0.0310711],[0.00077648],[0.3191816]
[0.01606966],[0.00153779],[0.7926165]
[0.02904883],[0.00260357],[0.58279353]
[0.06189422],[0.0042977],[0.6803999]
[0.04561673],[0.00432434],[0.6558768]
[0.03074984],[0.00101978],[0.74697864]
[0.01218058],[0.00231653],[0.7975825]
[0.01746211],[0.00137187],[0.77868223]
[0.02061414],[0.00149071],[0.7821218]
[0.01920939],[0.01944676],[0.21033144]
[0.01285866],[0.00044947],[0.79840076]
[0.02712014],[0.00052997],[0.7643646]
[0.02989488],[0.00037849],[0.7514351]
[0.09095622],[0.01493333],[0.36789295]
[0.01920434],[0.00206623],[0.77169544]
[0.01328566],[0.00357231],[0.80612624]
[0.0257015],[0.00223662],[0.7613428]
[0.01114744],[0.0011224],[0.81446564]
[0.02819535],[0.00123319],[0.7527679]
[0.0213509],[0.00101699],[0.38499212]
[0.07050851],[0.00726459],[0.32188952]
[0.01985337],[0.0015748],[0.77034664]
[0.0681764],[0.01202205],[0.31654125]
[0.01971601],[0.00070938],[0.77813274]
[0.01314406],[0.00100715],[0.806991]
[0.01244226],[0.00165829],[0.80231494]
[0.02712014],[0.00214523],[0.75897616]
[0.01882203],[0.00235032],[0.7847391]
[0.02264805],[0.00027889],[0.7668554]
[0.02538818],[0.00267425],[0.138581]
[0.02643739],[0.00063952],[0.7547457]
[0.01016836],[0.00058101],[0.15582864]
[0.03610745],[0.00169669],[0.19018242]
[0.05630803],[0.00033094],[0.7070248]
[0.02664407],[0.00077221],[0.7536405]
[0.02120355],[0.00208653],[0.7672861]
[0.0206723],[0.00152828],[0.7678143]
[0.01701391],[0.02798467],[0.2080456]
[0.01526618],[0.00167005],[0.78603286]
