[0.02157868],[0.00432448],[0.66583204]
[0.03947315],[0.00326741],[0.5920023]
[0.0238188],[0.00066773],[0.72779715]
[0.15986267],[0.00965017],[0.48432213]
[0.01731809],[0.00288274],[0.25116986]
[0.02372763],[0.00029566],[0.77487457]
[0.02435379],[0.00209601],[0.76041704]
[0.02079965],[0.00102894],[0.7714265]
[0.03275747],[0.00104854],[0.74211186]
[0.06183247],[0.00163772],[0.45436674]
[0.02319742],[0.0009137],[0.7667458]
[0.02876421],[0.00185639],[0.7512282]
[0.06339767],[0.00298495],[0.24896927]
[0.10747465],[0.02548631],[0.51317877]
[0.02613228],[0.00010349],[0.76682323]
[0.02882268],[0.00315136],[0.547686]
[0.02693855],[0.00107995],[0.75326645]
[0.07754008],[0.00523773],[0.6293792]
[0.04667762],[0.00086569],[0.7020233]
[0.17382897],[0.01098337],[0.5234901]
[0.01621666],[0.00086804],[0.7907733]
[0.15133241],[0.00327423],[0.5809123]
[0.02962636],[0.00022578],[0.7462706]
[0.11818235],[0.00377575],[0.2986067]
[0.022755],[0.00121592],[0.76811814]
[0.0163586],[0.00078283],[0.79602337]
[0.01828562],[0.00053528],[0.7807473]
[0.01442291],[0.00099779],[0.8017853]
[0.06295966],[0.00890708],[0.36192554]
[0.04476001],[0.00183914],[0.70330405]
[0.02434115],[0.00091033],[0.7616423]
[0.0652756],[0.00548862],[0.26324615]
[0.06643282],[0.00021685],[0.6817064]
[0.01833345],[0.00221715],[0.7818646]
[0.04492384],[0.00522871],[0.22390413]
[0.01403298],[0.00212497],[0.7960566]
[0.02203832],[0.00032882],[0.7712403]
[0.07746591],[0.00455582],[0.6514224]
[0.02942797],[0.00030319],[0.75895333]
[0.0246978],[0.00019945],[0.7651204]
[0.0182548],[0.00312801],[0.76671106]
[0.10903171],[0.01237041],[0.31695467]
[0.02017168],[0.00027433],[0.78584355]
[0.02179506],[0.00104981],[0.7713057]
[0.03060373],[0.00091688],[0.7542498]
[0.10094502],[0.00104308],[0.62511295]
[0.02889428],[0.00182258],[0.19076242]
[0.1069586],[0.00067306],[0.38460782]
[0.0150336],[0.00121399],[0.7909713]
[0.08258969],[0.00781753],[0.4794076]
[0.02582697],[0.00113834],[0.7549787]
[0.02759006],[0.00101582],[0.74478346]
[0.07049748],[0.00127368],[0.4589757]
[0.02692701],[0.00132465],[0.76476055]
[0.06393091],[0.00138232],[0.52523583]
[0.06043693],[0.02667769],[0.43056163]
