[0.0130785],[0.00068546],[0.80218583]
[0.01967612],[0.00082027],[0.7772728]
[0.02244476],[0.00028914],[0.75851154]
[0.02153669],[0.00375448],[0.76758283]
[0.02202101],[0.00089347],[0.758572]
[0.0365519],[0.00112358],[0.66829956]
[0.02449839],[0.00177366],[0.764233]
[0.03356913],[0.00568294],[0.2786519]
[0.0236878],[0.00050918],[0.7631601]
[0.03497495],[0.00162782],[0.7361444]
[0.10971388],[0.00298545],[0.36370546]
[0.02671603],[0.00146505],[0.7571567]
[0.02439533],[0.0007047],[0.76765317]
[0.01642753],[0.00044964],[0.795781]
[0.01436168],[7.848793e-05],[0.79790133]
[0.06792149],[0.00978677],[0.37153715]
[0.02172555],[0.00083109],[0.7706007]
[0.02452205],[0.00093273],[0.766393]
[0.06531572],[0.01131576],[0.2891109]
[0.02034948],[0.00184687],[0.7808789]
[0.02123086],[0.0001747],[0.7647968]
[0.03903365],[0.00148482],[0.72785485]
[0.03440061],[0.00042676],[0.7395192]
[0.01850372],[0.00089135],[0.7851969]
[0.02436324],[0.00032286],[0.77437544]
[0.02863589],[0.0001619],[0.7601678]
[0.0114803],[0.00041407],[0.8219656]
[0.01789531],[0.00125906],[0.7662006]
[0.02591179],[0.01992279],[0.26001382]
[0.02431626],[0.00309127],[0.28638917]
[0.03021975],[0.01043882],[0.50861084]
[0.03474498],[0.00331072],[0.30853516]
[0.03724681],[0.00179164],[0.70335305]
[0.01233922],[0.04894555],[0.270592]
[0.00890782],[0.00798919],[0.09449013]
[0.00672818],[0.00179439],[0.02989631]
[0.02089384],[0.00301356],[0.14597592]
[0.02005305],[0.00147643],[0.06965555]
[0.03374216],[0.00060664],[0.75263774]
[0.03709629],[0.00159089],[0.18013015]
[0.01548327],[0.00216989],[0.18253356]
[0.01465716],[0.01232365],[0.05990662]
[0.02386156],[0.00497433],[0.14630155]
[0.00953999],[0.00052036],[0.11823075]
[0.03503503],[0.00070372],[0.7207594]
[0.02311948],[0.00598569],[0.7036296]
[0.00982341],[0.00677628],[0.03194936]
[0.01386774],[0.00176263],[0.04027987]
[0.01850236],[0.04044723],[0.22635984]
