[0.01401792],[0.0053549],[0.14202365]
[0.00870499],[0.00015053],[0.1118205]
[0.02231631],[0.00104367],[0.32576498]
[0.0232287],[0.00305527],[0.7668349]
[0.03158237],[0.00418556],[0.5583742]
[0.01908401],[0.00697331],[0.2889499]
[0.02740311],[0.00109434],[0.7590642]
[0.11526035],[0.00488107],[0.611788]
[0.09635286],[0.00631262],[0.2431097]
[0.03698506],[0.0015945],[0.7198076]
[0.021257],[0.00164329],[0.15741037]
[0.01217405],[0.00133682],[0.15978418]
[0.01368346],[0.0042037],[0.1800482]
[0.03267203],[0.0029692],[0.3439642]
[0.02080271],[0.00131706],[0.78015804]
[0.01706959],[0.00124037],[0.5611329]
[0.0117613],[0.00799797],[0.18487784]
[0.01707295],[0.00136428],[0.7897152]
[0.05784967],[0.00090626],[0.7044884]
[0.07975726],[0.00991794],[0.17914426]
[0.03140413],[0.00083904],[0.75068045]
[0.01396387],[0.00117258],[0.14269666]
