[0.02026314],[0.00238802],[0.7766813]
[0.01812743],[0.04673324],[0.38682652]
[0.02947893],[0.00079484],[0.74736196]
[0.02225422],[0.00075329],[0.7732724]
[0.03191972],[0.00608616],[0.50876236]
[0.02639038],[0.00372002],[0.5116389]
[0.01932339],[0.0038545],[0.78075284]
[0.02122163],[0.00043858],[0.77699924]
[0.02380668],[0.00344034],[0.24082455]
[0.03654858],[0.00698912],[0.11551597]
[0.08780369],[0.00199247],[0.6598067]
[0.05738397],[0.00240986],[0.68525994]
[0.02197288],[0.00055109],[0.7743102]
[0.02184418],[0.00166757],[0.78588057]
[0.02448443],[0.00119794],[0.7676269]
[0.11450852],[0.01425134],[0.3796321]
[0.05331438],[0.00070447],[0.70608675]
[0.03273511],[2.584485e-05],[0.73813075]
[0.02989618],[0.00083659],[0.7508296]
[0.02125144],[0.00030145],[0.77424353]
[0.01710359],[0.00099696],[0.8019498]
[0.04659723],[0.00972483],[0.25874323]
[0.03027907],[0.00089056],[0.7459653]
[0.03537507],[0.00208242],[0.7248748]
[0.03069713],[0.0017386],[0.74940395]
[0.11310525],[0.00818092],[0.4705402]
[0.02026859],[0.00240652],[0.7745795]
[0.01964794],[0.00284583],[0.77217215]
[0.02114221],[0.00068064],[0.77450264]
[0.04965405],[0.00239395],[0.16416027]
[0.09395209],[0.01328224],[0.5217193]
[0.01962722],[0.00033343],[0.77970475]
[0.04147005],[0.00115441],[0.17666228]
[0.02844903],[0.00243842],[0.7457358]
[0.00714094],[0.0018635],[0.08784195]
[0.02037678],[0.00405385],[0.6845813]
[0.02995991],[0.00191815],[0.6413069]
