[0.01053724],[0.0010269],[0.14126357]
[0.02004282],[0.00247411],[0.14778152]
[0.02270504],[0.00096708],[0.77310133]
[0.02603531],[0.00327291],[0.20982973]
[0.03079093],[0.00117843],[0.7486212]
[0.01954493],[0.00146248],[0.7790195]
[0.01480783],[0.00146261],[0.15029952]
[0.05325039],[0.00112918],[0.60656035]
[0.0245105],[0.00113712],[0.76587284]
[0.0247005],[0.00232693],[0.7524744]
[0.01025712],[0.00235796],[0.18125091]
[0.02488558],[0.01418035],[0.5928791]
[0.02944556],[0.00030242],[0.76127756]
[0.02126816],[0.00059874],[0.77956927]
[0.02108484],[0.00036712],[0.7655072]
[0.03417655],[0.00295132],[0.74455535]
[0.02609691],[0.00271163],[0.3306821]
[0.01359773],[0.00619067],[0.15072773]
[0.01452449],[0.00027246],[0.80031127]
[0.02938966],[0.00031413],[0.7537095]
[0.05827141],[0.00186341],[0.6783761]
[0.05226402],[0.00302797],[0.6890216]
[0.03383844],[0.00160129],[0.73630106]
[0.02190692],[6.543872e-05],[0.7792313]
[0.03442227],[0.00094907],[0.7467499]
[0.09440535],[0.00185852],[0.37691158]
[0.01730828],[0.0036659],[0.17977405]
[0.03289026],[0.00387325],[0.18716647]
[0.01316928],[0.00152242],[0.18476248]
[0.01099654],[0.00279025],[0.12325516]
