[0.02436808],[0.00342351],[0.3602101]
[0.02246444],[0.0036375],[0.3759521]
[0.03008399],[0.00550625],[0.5196473]
[0.03015458],[0.02534201],[0.45297065]
[0.0313211],[0.00177977],[0.72876465]
[0.01907576],[0.00098938],[0.7496873]
[0.02790526],[0.01353119],[0.4883408]
[0.02716987],[0.00092756],[0.75903016]
[0.04093168],[0.00111053],[0.71339196]
[0.10231372],[0.01934796],[0.5366508]
[0.03202496],[0.00076602],[0.73702395]
[0.02519144],[0.00152389],[0.765045]
[0.02855817],[0.00953571],[0.5830428]
[0.12933198],[0.01455875],[0.45476598]
[0.01764944],[0.00332637],[0.12562811]
[0.0276137],[0.00089918],[0.74506414]
[0.11706106],[0.00331351],[0.39337453]
[0.0203939],[0.00164075],[0.7755908]
[0.1019168],[0.01342436],[0.27194703]
[0.0259531],[0.00255497],[0.11529318]
[0.02155518],[0.00037308],[0.7775026]
[0.07815518],[0.0007862],[0.13741086]
[0.02254829],[0.00220198],[0.7713588]
[0.02182251],[0.00778214],[0.46971893]
[0.04511967],[0.00036132],[0.72293806]
[0.05920028],[0.00656238],[0.12941669]
[0.04365816],[0.00151946],[0.16335821]
