[0.01581812],[0.00129179],[0.7814474]
[0.0324869],[0.00350149],[0.44698986]
[0.01662164],[0.0005844],[0.78676116]
[0.04341771],[0.00198357],[0.5774785]
[0.01504784],[0.00149822],[0.79583025]
[0.02987365],[0.00060946],[0.74208033]
[0.0256304],[0.00519746],[0.43785238]
[0.06166814],[0.00514469],[0.3687485]
[0.02479867],[0.00108962],[0.7762216]
[0.02006468],[0.00050859],[0.7784408]
[0.01115454],[0.00203617],[0.8140302]
[0.02273694],[0.00083658],[0.76578814]
[0.02418086],[0.00092702],[0.76905924]
[0.04690289],[0.00180617],[0.70976144]
[0.02487797],[0.00152948],[0.67869085]
[0.03586436],[0.00135084],[0.72090214]
[0.1473595],[0.00215496],[0.5678439]
[0.02290041],[0.00220537],[0.7469927]
[0.0290815],[0.00123623],[0.74273026]
[0.02164941],[0.00179475],[0.7733141]
[0.02236024],[9.806107e-05],[0.7720044]
[0.02085249],[0.00124088],[0.77155817]
[0.13588347],[0.00169024],[0.44221765]
[0.12706149],[0.00496723],[0.50858366]
[0.01652228],[0.00089671],[0.797081]
[0.09141462],[0.00514244],[0.33667198]
[0.01630788],[0.0002123],[0.7868632]
[0.03471908],[0.00122744],[0.734108]
[0.04825215],[0.00540995],[0.26288524]
[0.02818087],[0.00219035],[0.2674651]
