[0.01646461],[0.00382418],[0.19793287]
[0.02026985],[0.00043856],[0.7751274]
[0.02621297],[0.00100054],[0.7632743]
[0.0227505],[0.00105923],[0.7656475]
[0.03328302],[0.00044293],[0.7365642]
[0.01609429],[0.00552177],[0.17403173]
[0.01079795],[0.00234203],[0.1562635]
[0.01677503],[0.00162567],[0.79019403]
[0.02017497],[0.00049533],[0.79357606]
[0.01736864],[0.00041687],[0.79456365]
[0.02334468],[0.00127067],[0.7710665]
[0.03091796],[0.00070621],[0.7518745]
[0.03060938],[0.00010665],[0.7382291]
[0.00591685],[0.00372445],[0.06809913]
[0.02346175],[0.00071211],[0.767085]
[0.11174227],[0.00550588],[0.33772963]
[0.01355404],[0.00121038],[0.1498499]
[0.02184747],[0.00255112],[0.21694437]
[0.03207366],[0.00455628],[0.71875644]
[0.02794572],[0.00045322],[0.74863636]
[0.02283222],[0.01234603],[0.53373003]
[0.02232221],[0.00397604],[0.12570229]
[0.00691384],[0.00461244],[0.06225736]
[0.07640128],[0.00256796],[0.65197283]
[0.02423582],[0.00182956],[0.766327]
[0.0382219],[0.00254121],[0.36823362]
[0.03000259],[0.00054859],[0.74402237]
[0.03269305],[0.00037846],[0.7483939]
[0.02163113],[0.00120136],[0.7709254]
[0.02127399],[0.00018445],[0.77873546]
