[0.00844847],[0.00186107],[0.10350932]
[0.02053464],[0.00652032],[0.6064393]
[0.03551682],[0.00081893],[0.7337673]
[0.03234491],[0.00090276],[0.745077]
[0.0303464],[0.00031227],[0.74324447]
[0.01012063],[0.00491691],[0.13235453]
[0.01152424],[0.0015088],[0.8171052]
[0.0360604],[0.00252051],[0.51952016]
[0.00781985],[0.00357787],[0.10708104]
[0.02060919],[0.00215397],[0.75732]
[0.02447095],[0.00118555],[0.76153135]
[0.0236256],[0.0019505],[0.7605969]
[0.02933872],[0.00039078],[0.7538309]
[0.02221354],[0.00277039],[0.27364522]
[0.02191716],[0.00201812],[0.761536]
[0.05661864],[0.00239125],[0.23782524]
