[0.0172995],[0.00136691],[0.20043191]
[0.02034113],[0.00027126],[0.7885519]
[0.02378749],[0.0030972],[0.7464601]
[0.03380661],[0.01208991],[0.2534818]
[0.03939518],[0.00177859],[0.6327435]
[0.01995373],[0.00274273],[0.78963923]
[0.0067203],[0.00153928],[0.09039558]
[0.01626506],[0.00374452],[0.7930795]
[0.02343894],[0.00112911],[0.76274586]
[0.02827598],[0.00098243],[0.7565049]
[0.02076882],[0.00165014],[0.7782052]
[0.03509762],[0.01377337],[0.5239792]
[0.02617803],[0.00175246],[0.7582909]
[0.03832171],[0.00056911],[0.7326799]
[0.01705976],[0.00042479],[0.7918369]
[0.03241307],[0.00143627],[0.74276364]
[0.10517209],[0.00333061],[0.36465162]
[0.01799882],[0.0018677],[0.7839781]
[0.04229635],[0.00217307],[0.71601784]
[0.03906249],[0.03286444],[0.23590657]
[0.03754096],[0.00126484],[0.7360886]
[0.02512325],[0.00157749],[0.7671633]
[0.01396944],[0.0020984],[0.7915545]
[0.03088365],[0.0014406],[0.7376959]
[0.07891294],[0.00638293],[0.52597266]
[0.02771797],[0.00060374],[0.7569616]
[0.01961556],[0.00063242],[0.7821435]
[0.04609497],[0.01409568],[0.3391474]
[0.03045278],[0.00091853],[0.7421769]
[0.04901236],[0.00387206],[0.6833216]
[0.02978658],[0.00245768],[0.66707265]
