[0.02153587],[0.00174619],[0.4433363]
[0.0266831],[0.00219327],[0.17928474]
[0.02705057],[0.00095473],[0.76622236]
[0.01664307],[0.00260665],[0.17738235]
[0.01821878],[0.00225512],[0.33431682]
[0.02595849],[0.00547131],[0.5041996]
[0.02939349],[0.00225427],[0.44177938]
[0.08810455],[0.00800363],[0.5935737]
[0.02151305],[0.00355867],[0.7240502]
[0.02084983],[0.00041344],[0.39711767]
[0.02105572],[0.00330747],[0.05164092]
[0.07569826],[0.0139035],[0.23187847]
[0.02662719],[0.0014854],[0.10877259]
