[0.02425883],[0.05145105],[0.35200486]
[0.12516618],[0.00757918],[0.38913625]
[0.04817406],[0.00422396],[0.26400208]
[0.06061866],[0.00053243],[0.7005453]
[0.00831408],[0.00312027],[0.8296234]
[0.02193677],[2.3670174e-05],[0.7706884]
[0.03155042],[0.00159765],[0.74652636]
[0.1013188],[0.00036433],[0.6030731]
[0.03482225],[0.00115176],[0.5795341]
[0.011435],[0.00090187],[0.8167718]
[0.02039902],[0.0018254],[0.7769712]
[0.01871941],[0.00054017],[0.78378046]
[0.02146154],[0.02251798],[0.46608567]
[0.02927815],[0.00655084],[0.47834316]
[0.0126779],[0.00165242],[0.7469262]
[0.13202946],[0.01432525],[0.37655205]
[0.02356581],[0.00432992],[0.40314722]
[0.0173416],[0.00071368],[0.7915903]
[0.12373986],[0.0181432],[0.41138735]
[0.1552917],[0.00907509],[0.47351426]
[0.04779558],[0.00330853],[0.21522789]
[0.01558613],[0.00279076],[0.7942687]
[0.03981202],[0.00366013],[0.12549]
[0.02494548],[0.00112605],[0.46677098]
[0.0275826],[0.0007047],[0.7541961]
[0.01552308],[0.00447389],[0.8030697]
[0.01285009],[0.00234433],[0.1480992]
[0.02178056],[0.00485778],[0.15165655]
[0.02024104],[0.0053385],[0.09768228]
[0.02300912],[0.00043761],[0.7749146]
