[0.01456753],[0.00371183],[0.11860754]
[0.01681999],[0.00245909],[0.16111775]
[0.00993365],[0.0077075],[0.1447368]
[0.02103904],[0.00193068],[0.20712781]
[0.15932293],[0.00555652],[0.45815888]
[0.02453998],[0.0115335],[0.24093223]
[0.01416735],[0.0035605],[0.2179492]
[0.01421885],[0.00312004],[0.1694425]
[0.03380368],[0.00941112],[0.4495892]
[0.02068477],[0.00086936],[0.76297164]
[0.12428323],[0.00444858],[0.56245047]
[0.07195798],[0.00141192],[0.53928405]
[0.05426346],[0.00354412],[0.15239611]
[0.05276345],[0.00485805],[0.16474685]
[0.05694525],[0.00956846],[0.17625184]
[0.02022073],[0.00092942],[0.7764794]
[0.02722894],[0.00112121],[0.76218617]
[0.02101166],[0.0033665],[0.7398549]
[0.02453356],[0.00080647],[0.76039475]
[0.04373426],[0.00278057],[0.59536713]
[0.05379634],[0.00616848],[0.6171063]
[0.04511163],[0.00105999],[0.6876252]
[0.02867855],[0.00460579],[0.70590496]
[0.03725066],[0.00364898],[0.7319461]
[0.0272623],[0.00355619],[0.16649972]
[0.01850457],[0.00314606],[0.13998951]
