[0.01494453],[0.00313845],[0.17204595]
[0.01869942],[0.0097418],[0.6345154]
[0.01244002],[0.0052567],[0.12885925]
[0.02680304],[0.00586047],[0.63064915]
[0.03554582],[0.0005885],[0.7205338]
[0.01796969],[0.00123284],[0.79111373]
[0.05685489],[0.00180401],[0.68276083]
[0.01553055],[0.00563712],[0.19194815]
[0.02429175],[0.00168541],[0.75510705]
[0.01685736],[0.00211416],[0.7868761]
[0.03145692],[0.00053809],[0.7483891]
[0.02856427],[0.00125648],[0.75983673]
[0.02027997],[0.00129634],[0.76800394]
[0.01499549],[0.0025326],[0.7980304]
[0.02246949],[0.00036555],[0.7568575]
[0.02584857],[0.0007217],[0.11882496]
[0.02510415],[0.00450201],[0.7027557]
[0.02547273],[0.00491799],[0.3757801]
[0.03768431],[0.00445512],[0.707621]
[0.02807014],[0.00070379],[0.75721085]
[0.02908533],[0.00019253],[0.74967283]
[0.03435371],[0.00387249],[0.49475318]
[0.04946358],[0.01126624],[0.2822803]
[0.02416989],[0.00160336],[0.7713307]
[0.0384449],[0.00202796],[0.68975586]
[0.05038422],[0.00143983],[0.23456112]
[0.04218036],[0.00185907],[0.3836823]
[0.02582764],[0.00198191],[0.22377649]
