[0.02075042],[0.00979782],[0.6400525]
[0.03085114],[0.00672272],[0.67631257]
[0.02058255],[0.0032495],[0.56725615]
[0.02454668],[0.00552254],[0.22734976]
[0.03265226],[0.00398496],[0.36700365]
[0.01119101],[0.00191663],[0.822538]
[0.01710251],[0.00262034],[0.78502953]
[0.02691715],[0.00119941],[0.7460704]
[0.08454986],[0.00422981],[0.25222313]
[0.02464856],[0.00078536],[0.758276]
[0.0734821],[0.00042814],[0.65180886]
[0.09233911],[0.01959124],[0.33161026]
[0.08962172],[0.00487265],[0.3196547]
[0.03746124],[0.00071142],[0.21104988]
[0.05994196],[0.03716538],[0.27855724]
[0.06247783],[0.00631241],[0.2122899]
[0.01371913],[0.00582972],[0.18372723]
[0.02757615],[0.00399669],[0.1270974]
[0.02984051],[0.00905333],[0.15101671]
[0.0298327],[0.00316007],[0.12535156]
[0.024357],[0.00781277],[0.203258]
[0.04073054],[0.01029448],[0.12775047]
[0.0201759],[0.00160565],[0.15191844]
[0.01552223],[0.00057184],[0.7939789]
[0.04657635],[0.04464522],[0.20922203]
[0.02070757],[0.00068409],[0.7776319]
[0.02291252],[0.0001724],[0.7678603]
[0.03616298],[0.00249445],[0.1454449]
[0.0329324],[0.01775237],[0.16345744]
[0.02760418],[0.02591959],[0.4005569]
[0.01565787],[0.00093463],[0.2006379]
[0.02649868],[0.00156122],[0.56713563]
[0.02314261],[0.00674459],[0.5598399]
