[0.04750255],[0.00225311],[0.2170671]
[0.02235094],[0.00089162],[0.7642256]
[0.14142177],[0.00354296],[0.40982065]
[0.00845469],[0.00049346],[0.8338598]
[0.0199236],[0.00700799],[0.58834875]
[0.0212845],[0.00168113],[0.77435017]
[0.06392809],[0.04240672],[0.32421902]
[0.02667001],[0.00084499],[0.54434395]
[0.01837957],[0.00069266],[0.7891265]
[0.06497756],[0.00348733],[0.5922106]
[0.02720246],[0.00083334],[0.7502065]
[0.02986021],[0.00138642],[0.74437755]
[0.01711302],[0.00262507],[0.09478559]
[0.03435368],[0.00036938],[0.738131]
[0.01508678],[0.00188027],[0.09600045]
